zip_code,count_15,area,count_05,count_95,density_15,density_05,density_95
10012,46,0.3,5.0,20.0,153.33333333333334,16.666666666666668,66.66666666666667
10018,44,0.3,3.0,6.0,146.66666666666669,10.0,20.0
10037,39,0.3,5.0,21.0,130.0,16.666666666666668,70.0
10017,36,0.3,4.0,10.0,120.0,13.333333333333334,33.333333333333336
11239,35,0.6,3.0,10.0,58.333333333333336,5.0,16.666666666666668
10039,29,0.5,12.0,11.0,58.0,24.0,22.0
10075,28,0.2,8.0,13.0,140.0,40.0,65.0
11040,25,4.8,5.0,15.0,5.208333333333334,1.0416666666666667,3.125
10464,24,3.5,11.0,21.0,6.857142857142857,3.142857142857143,6.0
10007,18,0.2,2.0,10.0,90.0,10.0,50.0
10038,18,0.3,7.0,15.0,60.0,23.333333333333336,50.0
10280,14,0.1,1.0,,140.0,10.0,
10005,14,0.1,2.0,1.0,140.0,20.0,10.0
10069,7,0.1,,,70.0,,
11697,6,2.2,1.0,,2.727272727272727,0.45454545454545453,
10006,5,0.1,,2.0,50.0,,20.0
10282,4,0.1,,,40.0,,
11109,2,0.04,,,50.0,,
10004,1,0.6,4.0,7.0,1.6666666666666667,6.666666666666667,11.666666666666668
