zip_code,count_15,area,count_05,count_95,density_15,density_05,density_95
10312,21356,7.7,22629.0,17204.0,2773.5064935064934,2938.8311688311687,2234.285714285714
10314,16330,13.7,15083.0,11988.0,1191.9708029197081,1100.948905109489,875.036496350365
10306,12616,7.5,11280.0,9915.0,1682.1333333333334,1504.0,1322.0
10309,12106,6.7,11805.0,7658.0,1806.865671641791,1761.9402985074626,1142.9850746268658
11234,10838,7.5,10432.0,7951.0,1445.0666666666666,1390.9333333333334,1060.1333333333334
11385,10262,3.6,10124.0,8852.0,2850.5555555555557,2812.222222222222,2458.8888888888887
11357,9017,2.8,10247.0,7526.0,3220.357142857143,3659.6428571428573,2687.857142857143
11207,8293,2.7,4559.0,3325.0,3071.4814814814813,1688.5185185185185,1231.4814814814813
11208,7896,3.4,2733.0,2418.0,2322.3529411764707,803.8235294117648,711.1764705882354
11434,7833,3.2,6627.0,5377.0,2447.8125,2070.9375,1680.3125
11365,7128,2.5,7720.0,6233.0,2851.2,3088.0,2493.2
11413,7122,3.1,5656.0,5682.0,2297.4193548387098,1824.516129032258,1832.9032258064515
11230,7099,1.8,7120.0,5969.0,3943.8888888888887,3955.5555555555557,3316.111111111111
10308,6806,2.0,6361.0,4785.0,3403.0,3180.5,2392.5
11375,6742,2.0,7641.0,5793.0,3371.0,3820.5,2896.5
11364,6731,2.5,6783.0,5564.0,2692.4,2713.2,2225.6
11358,6674,1.9,7337.0,6037.0,3512.631578947369,3861.5789473684213,3177.3684210526317
10305,6635,4.3,6686.0,4427.0,1543.0232558139535,1554.8837209302326,1029.5348837209303
11432,6615,2.1,5760.0,3585.0,3150.0,2742.8571428571427,1707.142857142857
11236,6451,3.6,7281.0,6092.0,1791.9444444444443,2022.5,1692.2222222222222
10469,6318,2.5,6317.0,4966.0,2527.2,2526.8,1986.4
11215,6150,2.2,5223.0,3965.0,2795.454545454545,2374.090909090909,1802.272727272727
11422,6078,2.0,5877.0,5244.0,3039.0,2938.5,2622.0
11361,5938,1.8,6238.0,3986.0,3298.8888888888887,3465.5555555555557,2214.4444444444443
11209,5936,2.2,5768.0,4828.0,2698.181818181818,2621.8181818181815,2194.5454545454545
10301,5779,3.7,6099.0,3924.0,1561.8918918918919,1648.3783783783783,1060.5405405405404
11229,5775,2.2,5489.0,4808.0,2625.0,2495.0,2185.4545454545455
11223,5745,2.1,4840.0,3351.0,2735.714285714286,2304.7619047619046,1595.7142857142856
10304,5652,3.9,5549.0,3326.0,1449.2307692307693,1422.820512820513,852.8205128205128
11354,5564,2.2,5137.0,3992.0,2529.090909090909,2335.0,1814.5454545454545
